lat,long
19.2511301,72.9803575
33.8499292,-88.4509873
28.5355161,77.3910265
19.0707962,72.8234083
30.375321,69.345116
33.8499292,-88.4509873
33.8499292,-88.4509873
12.9715987,77.5945627
18.5204303,73.8567437
37.4418834,-122.1430195
28.635308,77.22496
13.060422,80.249583
37.8393332,-84.2700179
19.0759837,72.8776559
33.8499292,-88.4509873
12.9715987,77.5945627
33.8499292,-88.4509873
13.060422,80.249583
19.0759837,72.8776559
33.8499292,-88.4509873
33.8499292,-88.4509873
33.8499292,-88.4509873
33.8499292,-88.4509873
33.8499292,-88.4509873
55.953252,-3.188267
37.7749295,-122.4194155
39.113999,-94.6165585
33.8499292,-88.4509873
20.593684,78.96288
51.5073346,-0.1276831
33.8499292,-88.4509873
35.772096,-78.6386145
22.572646,88.363895
36.778261,-119.4179324
19.0759837,72.8776559
18.5204303,73.8567437
33.8499292,-88.4509873
51.5073346,-0.1276831
19.0759837,72.8776559
21.1458004,79.0881546
20.593684,78.96288
40.7143528,-74.0059731
37.5933918,-122.0438298
13.060422,80.249583
37.4418834,-122.1430195
28.635308,77.22496
33.8499292,-88.4509873
37.7749295,-122.4194155
40.9256538,-73.1409429
20.593684,78.96288
33.8499292,-88.4509873
33.8499292,-88.4509873
19.0759837,72.8776559
33.8499292,-88.4509873
13.060422,80.249583
37.3860517,-122.0838511
40.9256538,-73.1409429
20.593684,78.96288
37.3860517,-122.0838511
52.486243,-1.890401
33.8499292,-88.4509873
19.0759837,72.8776559
33.8499292,-88.4509873
33.8499292,-88.4509873
13.060422,80.249583
28.635308,77.22496
33.8499292,-88.4509873
33.8499292,-88.4509873
17.489234,78.4579396
47.6062095,-122.3320708
19.0759837,72.8776559
20.593684,78.96288
18.5204303,73.8567437
10.8505159,76.2710833
37.3860517,-122.0838511
28.635308,77.22496
41.6861794,-72.5450779
52.205337,0.121817
18.5204303,73.8567437
33.8499292,-88.4509873
19.0759837,72.8776559
35.772096,-78.6386145
18.5062021,73.9139496
28.5355161,77.3910265
10.491016,-66.902061
40.7143528,-74.0059731
6.9270786,79.861243
33.8499292,-88.4509873
33.8499292,-88.4509873
33.8499292,-88.4509873
33.8499292,-88.4509873
33.8499292,-88.4509873
37.3860517,-122.0838511
7.873054,80.771797
31.1704063,72.7097161
33.8499292,-88.4509873
33.8499292,-88.4509873
-6.211544,106.845172
40.9048553,-79.830953
58.001985,56.257287
40.9256538,-73.1409429
33.8499292,-88.4509873
33.8499292,-88.4509873
37.8715926,-122.272747
37.6658757,-91.8479332
33.8499292,-88.4509873
33.8499292,-88.4509873
37.3860517,-122.0838511
56.162939,10.203921
40.7891424,-73.1349605
18.5204303,73.8567437
19.0759837,72.8776559
7.873054,80.771797
33.8499292,-88.4509873
39.7685825,-86.1579557
40.0419021,-75.4876445
33.8499292,-88.4509873
33.8499292,-88.4509873
33.8499292,-88.4509873
33.8499292,-88.4509873
40.65,-73.95
37.7749295,-122.4194155
33.8499292,-88.4509873
40.7281575,-74.0776417
26.449923,80.3318736
39.4883333,-74.4755556
19.0759837,72.8776559
28.5355161,77.3910265
12.9715987,77.5945627
37.7749295,-122.4194155
40.65,-73.95
19.6667,78.5333
37.7749295,-122.4194155
47.6062095,-122.3320708
19.0759837,72.8776559
33.8499292,-88.4509873
33.8499292,-88.4509873
33.8499292,-88.4509873
33.8499292,-88.4509873
8.4874949,76.948623
33.8499292,-88.4509873
31.046051,34.851612
33.8499292,-88.4509873
19.0759837,72.8776559
33.8499292,-88.4509873
19.0759837,72.8776559
33.605801,73.043747
28.5355161,77.3910265
52.205337,0.121817
47.9990077,7.8421043
33.8499292,-88.4509873
32.7801399,-96.8004511
18.5204303,73.8567437
12.9715987,77.5945627
19.0067333,73.0180205
37.3860517,-122.0838511
9.089736,76.485908
19.0759837,72.8776559
42.4602778,-71.3494444
33.8499292,-88.4509873
-31.9425004,115.9747018
34.0522342,-118.2436849
20.593684,78.96288
41.8239891,-71.4128343
37.3860517,-122.0838511
33.8499292,-88.4509873
32.1024076,77.5619419
20.593684,78.96288
33.8499292,-88.4509873
33.8499292,-88.4509873
25.61046,85.141667
43.5890452,-79.6441198
40.9256538,-73.1409429
33.8499292,-88.4509873
33.8499292,-88.4509873
12.9715987,77.5945627
33.8499292,-88.4509873
19.0759837,72.8776559
22.572646,88.363895
33.8499292,-88.4509873
13.060422,80.249583
12.9715987,77.5945627
42.5726542,-72.1556151
33.8499292,-88.4509873
48.856614,2.3522219
34.2331373,-102.4107493
12.9715987,77.5945627
33.8499292,-88.4509873
20.593684,78.96288
47.6062095,-122.3320708
37.7749295,-122.4194155
33.8499292,-88.4509873
7.873054,80.771797
47.3357298,-122.7829149
59.32893,18.06491
34.0522342,-118.2436849
53.9807737,-6.7148821
18.5620402,73.8294044
33.8499292,-88.4509873
19.0759837,72.8776559
33.8499292,-88.4509873
20.593684,78.96288
19.0759837,72.8776559
33.8499292,-88.4509873
21.0333333,105.85
37.09024,-95.712891
54.633417,-1.654915
46.1983922,6.1422961
30.1377,74.202543
19.0759837,72.8776559
37.3860517,-122.0838511
18.5204303,73.8567437
20.593684,78.96288
24.893379,67.0280609
47.6062095,-122.3320708
32.9028048,-85.354965
47.6062095,-122.3320708
19.0759837,72.8776559
33.8499292,-88.4509873
33.8499292,-88.4509873
19.0759837,72.8776559
33.8499292,-88.4509873
33.8499292,-88.4509873
33.8499292,-88.4509873
19.0759837,72.8776559
51.5073346,-0.1276831
28.635308,77.22496
33.8499292,-88.4509873
37.4418834,-122.1430195
28.635308,77.22496
33.8499292,-88.4509873
13.060422,80.249583
38.5815719,-121.4943996
40.9256538,-73.1409429
37.6658757,-91.8479332
37.362517,-122.03476
37.2638324,-122.0230146
28.635308,77.22496
28.635308,77.22496
40.7143528,-74.0059731
18.5204303,73.8567437
33.8499292,-88.4509873
18.5204303,73.8567437
40.7143528,-74.0059731
13.0074743,74.7939113
37.09024,-95.712891
19.0759837,72.8776559
20.593684,78.96288
51.5073346,-0.1276831
33.8499292,-88.4509873
19.0759837,72.8776559
33.8499292,-88.4509873
19.0605968,72.8866589
33.8499292,-88.4509873
12.9715987,77.5945627
48.7595529,-122.4882249
34.1490875,76.8259652
37.3860517,-122.0838511
34.9872724,-106.351102
19.0759837,72.8776559
40.9256538,-73.1409429
33.8499292,-88.4509873
40.0419021,-75.4876445
33.8499292,-88.4509873
22.572646,88.363895
40.0149856,-105.2705456
33.8499292,-88.4509873
37.7141454,-122.25
34.0522342,-118.2436849
33.8499292,-88.4509873
19.0759837,72.8776559
33.8499292,-88.4509873
33.8499292,-88.4509873
11.2587531,75.78041
33.8499292,-88.4509873
37.36883,-122.0363496
37.7749295,-122.4194155
33.8499292,-88.4509873
20.593684,78.96288
18.5204303,73.8567437
17.385044,78.486671
33.8499292,-88.4509873
47.6062095,-122.3320708
42.4439614,-76.5018807
37.7749295,-122.4194155
6.0334009,80.218384
18.5204303,73.8567437
33.8499292,-88.4509873
18.5204303,73.8567437
37.7749295,-122.4194155
33.8499292,-88.4509873
26.8465108,80.9466832
51.5073346,-0.1276831
33.8499292,-88.4509873
31.9524799,-102.1732882
33.8499292,-88.4509873
6.0334009,80.218384
12.9715987,77.5945627
12.9715987,77.5945627
42.3584308,-71.0597732
7.873054,80.771797
33.8499292,-88.4509873
28.635308,77.22496
22.3195038,87.3154628
33.8499292,-88.4509873
28.635308,77.22496
33.8499292,-88.4509873
51.23622,-0.570409
19.0759837,72.8776559
48.019573,66.923684
37.3860517,-122.0838511
37.362517,-122.03476
12.9715987,77.5945627
17.385044,78.486671
31.9565783,35.9456951
33.8499292,-88.4509873
53.3570177,-2.0853567
37.7749295,-122.4194155
28.635308,77.22496
33.8499292,-88.4509873
37.7749295,-122.4194155
33.8499292,-88.4509873
19.0759837,72.8776559
20.593684,78.96288
33.8499292,-88.4509873
19.0759837,72.8776559
41.8781136,-87.6297982
25.4358011,81.846311
34.0522342,-118.2436849
42.3736158,-71.1097335
51.5073346,-0.1276831
28.5355161,77.3910265
33.8499292,-88.4509873
47.6062095,-122.3320708
33.8499292,-88.4509873
12.9715987,77.5945627
37.09024,-95.712891
19.0759837,72.8776559
33.8499292,-88.4509873
37.5482697,-121.9885719
40.7143528,-74.0059731
17.385044,78.486671
37.7749295,-122.4194155
38.9108325,-75.5276699
37.7749295,-122.4194155
19.0759837,72.8776559
33.8499292,-88.4509873
20.3516553,85.8209447
28.4089123,77.3177894
33.8499292,-88.4509873
